Carb Volume,Fill Ounces,PC Volume,Carb Pressure,Carb Temp,PSC,PSC Fill,PSC CO2,Mnf Flow,Carb Pressure1,Fill Pressure,Hyd Pressure1,Hyd Pressure2,Hyd Pressure4,Filler Speed,Temperature,Usage cont,Carb Flow,Pressure Vacuum,Oxygen Filler,Bowl Setpoint,Pressure Setpoint,Air Pressurer,Balling Lvl,Brand Code_A,Brand Code_B,Brand Code_C,Brand Code_D,Brand Code_Unknown
-0.03553587059388531,0.6730867714921531,-0.6300973060007531,-0.9062844903731816,-1.2174680978330124,1.2548463543723811,2.0880586467809494,0.08809894276131196,-1.0411506554991505,-1.9116600851418872,-0.6651875297319814,-1.0038892999793458,-1.2880553348881736,-0.4824900416444838,0.4155703298785781,-0.8454077025942772,-1.1148335266936353,0.47612924767615306,1.7789800379868157,-0.5432913361477701,0.6954115725730657,-0.7858792155235088,-1.016756891954253,-0.6591513534252109,0.0,1.0,0.0,0.0,0.0
-1.1035268747023828,-1.3979702003507033,1.342104490752816,0.4577262594297706,1.225831250533914,-1.1557442432495304,-0.9812596257498257,-0.8473582959364966,-1.0428237301932857,0.6461269155089455,-0.6019692689957352,1.0901248921022229,0.9509248219839226,0.5931595060814212,0.1285557070002924,-0.4084163928167144,-1.0811810432722948,0.9576427887995907,-0.322617215475489,0.7007576748444232,0.6954115725730657,-0.7858792155235088,1.1247088582604978,-0.774226282707181,0.0,1.0,0.0,0.0,0.0
-0.915057873977368,-0.3240888075425135,0.05684938725049935,0.741895165638719,1.3754210065563772,-0.13430754934194064,-0.2991888985207552,-0.8473582959364755,0.9380967076626318,0.5182375654764051,0.7888324672016593,-0.053529012803864635,0.8163413152866926,0.2858310638740198,0.397138198134101,-0.2627526228908704,1.0389254122721188,0.7403059375532142,-0.6728834243858718,-0.11231721448261747,-1.2658943211240057,1.1791067755113775,-1.016756891954253,-0.567091409999635,0.0,0.0,1.0,0.0,0.0
0.027287129647730442,-1.244558572806028,-0.10934739337480112,-0.39478045919707505,-0.5193825697281742,0.3151245959773989,-0.4697065803280106,0.08809894276131196,-1.0411506554991505,-0.4196176680955681,-0.9180605726769614,-1.0038892999793458,-1.2880553348881736,-0.17516159943708234,0.4155703298785781,0.028574916960838127,-0.0312235605264904,0.34123051241978136,1.4287138290764312,-0.3655700488631711,0.6954115725730657,-0.7858792155235088,3.1014464738433536,-0.728196310994393,0.0,1.0,0.0,0.0,0.0
-0.6637658730106455,-0.4775004350871888,-1.8710332680029849,-0.5652818029224426,-0.1703398056757552,0.39683953149000584,0.041846465093764336,-0.37962967658759345,-1.0411506554991505,1.925020415834362,-1.5502431800394136,-1.0038892999793458,-1.2880553348881736,2.283465938222129,-3.539438510150643,3.524505395181289,-2.508046340337108,-2.2892948250794665,1.4287138290764312,0.38974542209637486,0.6954115725730657,-0.7858792155235088,-0.19311621879473154,-0.7051813251379989,0.0,1.0,0.0,0.0,0.0
-1.6061108766357355,-1.8582050829824401,-0.09826760799979248,-1.3609547403074995,-0.6689723257506376,-0.17516501709824428,1.7470232831664043,-0.37962967658759345,1.0652503844168968,0.1345695153787808,0.4727411635204332,0.3652738256124491,0.7062275370798684,-0.17516159943708234,0.3892387131007537,-1.1367352424459753,0.8706629951654192,-1.3262677428325906,0.37791520234527975,-0.9742654578129228,0.041642941340708624,-0.7858792155235088,-0.5225724880585447,1.1820475150863072,1.0,0.0,0.0,0.0,0.0
-0.09835887083558477,-0.24738299377132042,0.45572166075121956,-0.9062844903731816,-1.0180150898030567,0.7236992735404345,-0.6402242621352747,-0.37962967658759345,-1.0428237301932857,-1.272213334979179,-0.5387510082594891,-1.0038892999793458,-1.2880553348881736,0.1321668427703191,0.3760729047118415,-0.4084163928167144,-0.6638902488476804,0.48549721540228996,1.4287138290764312,-0.3211397270420213,0.6954115725730657,-0.7858792155235088,-0.5225724880585447,-0.728196310994393,0.0,1.0,0.0,0.0,0.0
0.5298711315811754,-0.40079462131485116,1.0207907148772413,-0.8494507091313911,-1.416921105862961,1.2957038221286847,-1.1517773075570557,0.5558275621101941,0.6687316819068863,-0.7606559348490113,0.7888324672016593,0.09144120049409005,-0.06456891036790251,1.207816390496224,-0.1294941374223865,-0.4084163928167144,-1.1215640233779032,0.7084548472843487,-1.0231496332962562,-0.9165060394454282,2.00294883503778,1.1791067755113775,-0.028388084162813246,1.3201374302246711,1.0,0.0,0.0,0.0,0.0
0.2157561303727451,-0.3240888075425135,-0.17582610562492132,-1.076785834098549,-1.2673313498404977,0.06997978943957717,-0.4697065803280106,-0.8473582959364755,1.202442509335972,0.17719929872296195,0.6623959457291694,1.492819929040986,1.0488037359455444,0.4394952849777205,0.2760127609561089,-0.5540801627425687,0.9581594520609035,-1.331888523468273,-0.322617215475489,0.28311264972561545,-1.2658943211240057,1.1791067755113775,0.30106818510097655,1.2050625009427012,0.0,1.0,0.0,0.0,0.0
-1.417641875910721,0.7497925852644908,0.023610031125439256,2.39007482165062,-0.07061330166077734,2.1537106450110604,-0.6402242621352747,-0.37962967658759345,1.224192480359728,0.17719929872296195,0.7256142064654154,0.47802843595530264,0.5594091661374357,-0.17516159943708234,0.3892387131007537,0.17423868688669242,1.0389254122721188,-1.2082313494832655,-1.3734158422066405,-0.8898478463527382,0.6954115725730657,1.1791067755113775,-0.6873006226904396,-0.42900149486127126,0.0,0.0,1.0,0.0,0.0
